StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
r-r740-03-bf3-sonic-01,Ethernet0,r-anaconda-86,ethernet 1/13,100000,113,Access
r-r740-03-bf3-sonic-01,Ethernet4,r-anaconda-86,ethernet 1/14,100000,114,Access
