StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
r-r740-05-bf3-sonic-01,Ethernet0,r-anaconda-86,ethernet 1/8,100000,108,Access
r-r740-05-bf3-sonic-01,Ethernet4,r-anaconda-86,ethernet 1/9,100000,109,Access
