StartDevice,StartPort,EndDevice,EndPort,BandWidth,VlanID,VlanMode
r-tigris-13,Ethernet64,r-liger-05,Ethernet17,100000,1697,Access
r-tigris-13,Ethernet68,r-liger-05,Ethernet18,100000,1698,Access
r-tigris-13,Ethernet72,r-liger-05,Ethernet19,100000,1699,Access
r-tigris-13,Ethernet76,r-liger-05,Ethernet20,100000,1700,Access
r-tigris-13,Ethernet80,r-liger-05,Ethernet21,100000,1701,Access
r-tigris-13,Ethernet84,r-liger-05,Ethernet22,100000,1702,Access
r-tigris-13,Ethernet88,r-liger-05,Ethernet23,100000,1703,Access
r-tigris-13,Ethernet92,r-liger-05,Ethernet24,100000,1704,Access
r-tigris-13,Ethernet96,r-liger-05,Ethernet25,100000,1705,Access
r-tigris-13,Ethernet100,r-liger-05,Ethernet26,100000,1706,Access
r-tigris-13,Ethernet104,r-liger-05,Ethernet27,100000,1707,Access
r-tigris-13,Ethernet108,r-liger-05,Ethernet28,100000,1708,Access
r-tigris-13,Ethernet112,r-liger-05,Ethernet29,100000,1709,Access
r-tigris-13,Ethernet116,r-liger-05,Ethernet30,100000,1710,Access
r-tigris-13,Ethernet120,r-liger-05,Ethernet31,100000,1711,Access
r-tigris-13,Ethernet124,r-liger-05,Ethernet32,100000,1712,Access
r-tigris-13,Ethernet128,r-liger-05,Ethernet33,100000,1713,Access
r-tigris-13,Ethernet132,r-liger-05,Ethernet34,100000,1714,Access
r-tigris-13,Ethernet136,r-liger-05,Ethernet35,100000,1715,Access
r-tigris-13,Ethernet140,r-liger-05,Ethernet36,100000,1716,Access
r-tigris-13,Ethernet144,r-liger-05,Ethernet37,100000,1717,Access
r-tigris-13,Ethernet148,r-liger-05,Ethernet38,100000,1718,Access
r-tigris-13,Ethernet152,r-liger-05,Ethernet39,100000,1719,Access
r-tigris-13,Ethernet156,r-liger-05,Ethernet40,100000,1720,Access
r-tigris-13,Ethernet160,r-liger-05,Ethernet41,100000,1721,Access
r-tigris-13,Ethernet164,r-liger-05,Ethernet42,100000,1722,Access
r-tigris-13,Ethernet168,r-liger-05,Ethernet43,100000,1723,Access
r-tigris-13,Ethernet172,r-liger-05,Ethernet44,100000,1724,Access
r-tigris-13,Ethernet176,r-liger-05,Ethernet45,100000,1725,Access
r-tigris-13,Ethernet180,r-liger-05,Ethernet46,100000,1726,Access
r-tigris-13,Ethernet184,r-liger-05,Ethernet47,100000,1727,Access
r-tigris-13,Ethernet188,r-liger-05,Ethernet48,100000,1728,Access
r-tigris-13,Ethernet192,r-liger-05,Ethernet49,100000,1729,Access
r-tigris-13,Ethernet196,r-liger-05,Ethernet50,100000,1730,Access
r-tigris-13,Ethernet200,r-liger-05,Ethernet51,100000,1731,Access
r-tigris-13,Ethernet204,r-liger-05,Ethernet52,100000,1732,Access
r-tigris-13,Ethernet208,r-liger-05,Ethernet53,100000,1733,Access
r-tigris-13,Ethernet212,r-liger-05,Ethernet54,100000,1734,Access
r-tigris-13,Ethernet216,r-liger-05,Ethernet55,100000,1735,Access
r-tigris-13,Ethernet220,r-liger-05,Ethernet56,100000,1736,Access
r-tigris-13,Ethernet224,r-liger-05,Ethernet57,100000,1737,Access
r-tigris-13,Ethernet228,r-liger-05,Ethernet58,100000,1738,Access
r-tigris-13,Ethernet232,r-liger-05,Ethernet59,100000,1739,Access
r-tigris-13,Ethernet236,r-liger-05,Ethernet60,100000,1740,Access
r-tigris-13,Ethernet240,r-liger-05,Ethernet61,100000,1741,Access
r-tigris-13,Ethernet244,r-liger-05,Ethernet62,100000,1742,Access
r-tigris-13,Ethernet248,r-liger-05,Ethernet63,50000,1743,Access
r-tigris-13,Ethernet252,r-liger-05,Ethernet64,50000,1744,Access
r-liger-05,Ethernet65,r-sonic-07,p5p1,50000,1681-1744,Trunk

r-leopard-01,Ethernet0,r-anaconda-43,Ethernet1,100000,1681,Access
r-leopard-01,Ethernet4,r-anaconda-43,Ethernet2,100000,1682,Access
r-leopard-01,Ethernet8,r-anaconda-43,Ethernet3,100000,1683,Access
r-leopard-01,Ethernet12,r-anaconda-43,Ethernet4,100000,1684,Access
r-leopard-01,Ethernet16,r-anaconda-43,Ethernet5,100000,1685,Access
r-leopard-01,Ethernet20,r-anaconda-43,Ethernet6,100000,1686,Access
r-leopard-01,Ethernet24,r-anaconda-43,Ethernet7,100000,1687,Access
r-leopard-01,Ethernet28,r-anaconda-43,Ethernet8,100000,1688,Access
r-leopard-01,Ethernet32,r-anaconda-43,Ethernet9,100000,1689,Access
r-leopard-01,Ethernet36,r-anaconda-43,Ethernet10,100000,1690,Access
r-leopard-01,Ethernet40,r-anaconda-43,Ethernet11,100000,1691,Access
r-leopard-01,Ethernet44,r-anaconda-43,Ethernet12,100000,1692,Access
r-leopard-01,Ethernet48,r-anaconda-43,Ethernet13,100000,1693,Access
r-leopard-01,Ethernet52,r-anaconda-43,Ethernet14,100000,1694,Access
r-leopard-01,Ethernet56,r-anaconda-43,Ethernet15,100000,1695,Access
r-leopard-01,Ethernet60,r-anaconda-43,Ethernet16,100000,1696,Access
r-leopard-01,Ethernet64,r-anaconda-43,Ethernet17,100000,1697,Access
r-leopard-01,Ethernet68,r-anaconda-43,Ethernet18,100000,1698,Access
r-leopard-01,Ethernet72,r-anaconda-43,Ethernet19,100000,1699,Access
r-leopard-01,Ethernet76,r-anaconda-43,Ethernet20,100000,1700,Access
r-leopard-01,Ethernet80,r-anaconda-43,Ethernet21,100000,1701,Access
r-leopard-01,Ethernet84,r-anaconda-43,Ethernet22,100000,1702,Access
r-leopard-01,Ethernet88,r-anaconda-43,Ethernet23,100000,1703,Access
r-leopard-01,Ethernet92,r-anaconda-43,Ethernet24,100000,1704,Access
r-leopard-01,Ethernet96,r-anaconda-43,Ethernet25,100000,1705,Access
r-leopard-01,Ethernet100,r-anaconda-43,Ethernet26,100000,1706,Access
r-leopard-01,Ethernet104,r-anaconda-43,Ethernet27,100000,1707,Access
r-leopard-01,Ethernet108,r-anaconda-43,Ethernet28,100000,1708,Access
r-leopard-01,Ethernet112,r-anaconda-43,Ethernet29,100000,1709,Access
r-leopard-01,Ethernet116,r-anaconda-43,Ethernet30,100000,1710,Access
r-leopard-01,Ethernet120,r-anaconda-43,Ethernet31,50000,1711,Access
r-leopard-01,Ethernet124,r-anaconda-43,Ethernet32,50000,1712,Access
r-leopard-20,Ethernet33,arc-host70,p5p1,200000,1681-1712,Trunk

mts-sonic-dut,Ethernet0,mts-sonic-fanout,Ethernet1,100000,1681,Access
mts-sonic-dut,Ethernet4,mts-sonic-fanout,Ethernet2,100000,1682,Access
mts-sonic-dut,Ethernet8,mts-sonic-fanout,Ethernet3,100000,1683,Access
mts-sonic-dut,Ethernet12,mts-sonic-fanout,Ethernet4,100000,1684,Access
mts-sonic-dut,Ethernet16,mts-sonic-fanout,Ethernet5,100000,1685,Access
mts-sonic-dut,Ethernet20,mts-sonic-fanout,Ethernet6,100000,1686,Access
mts-sonic-dut,Ethernet24,mts-sonic-fanout,Ethernet7,100000,1687,Access
mts-sonic-dut,Ethernet28,mts-sonic-fanout,Ethernet8,100000,1688,Access
mts-sonic-dut,Ethernet32,mts-sonic-fanout,Ethernet9,100000,1689,Access
mts-sonic-dut,Ethernet36,mts-sonic-fanout,Ethernet10,100000,1690,Access
mts-sonic-dut,Ethernet40,mts-sonic-fanout,Ethernet11,100000,1691,Access
mts-sonic-dut,Ethernet44,mts-sonic-fanout,Ethernet12,100000,1692,Access
mts-sonic-dut,Ethernet48,mts-sonic-fanout,Ethernet13,100000,1693,Access
mts-sonic-dut,Ethernet52,mts-sonic-fanout,Ethernet14,100000,1694,Access
mts-sonic-dut,Ethernet56,mts-sonic-fanout,Ethernet15,100000,1695,Access
mts-sonic-dut,Ethernet60,mts-sonic-fanout,Ethernet16,100000,1696,Access
mts-sonic-dut,Ethernet64,mts-sonic-fanout,Ethernet17,100000,1697,Access
mts-sonic-dut,Ethernet68,mts-sonic-fanout,Ethernet18,100000,1698,Access
mts-sonic-dut,Ethernet72,mts-sonic-fanout,Ethernet19,100000,1699,Access
mts-sonic-dut,Ethernet76,mts-sonic-fanout,Ethernet20,100000,1700,Access
mts-sonic-dut,Ethernet80,mts-sonic-fanout,Ethernet21,100000,1701,Access
mts-sonic-dut,Ethernet84,mts-sonic-fanout,Ethernet22,100000,1702,Access
mts-sonic-dut,Ethernet88,mts-sonic-fanout,Ethernet23,100000,1703,Access
mts-sonic-dut,Ethernet92,mts-sonic-fanout,Ethernet24,100000,1704,Access
mts-sonic-dut,Ethernet96,mts-sonic-fanout,Ethernet25,100000,1705,Access
mts-sonic-dut,Ethernet100,mts-sonic-fanout,Ethernet26,100000,1706,Access
mts-sonic-dut,Ethernet104,mts-sonic-fanout,Ethernet27,100000,1707,Access
mts-sonic-dut,Ethernet108,mts-sonic-fanout,Ethernet28,100000,1708,Access
mts-sonic-dut,Ethernet112,mts-sonic-fanout,Ethernet29,100000,1709,Access
mts-sonic-dut,Ethernet116,mts-sonic-fanout,Ethernet30,100000,1710,Access
mts-sonic-dut,Ethernet120,mts-sonic-fanout,Ethernet31,50000,1711,Access
mts-sonic-dut,Ethernet124,mts-sonic-fanout,Ethernet32,50000,1712,Access

dev-r-vrt-232-005, Ethernet0,   arc-switch232-005, Ethernet1,  40000, 1681, Access
dev-r-vrt-232-005, Ethernet4,   arc-switch232-005, Ethernet2,  40000, 1682, Access
dev-r-vrt-232-005, Ethernet8,   arc-switch232-005, Ethernet3,  40000, 1683, Access
dev-r-vrt-232-005, Ethernet12,  arc-switch232-005, Ethernet4,  40000, 1684, Access
dev-r-vrt-232-005, Ethernet16,  arc-switch232-005, Ethernet5,  40000, 1685, Access
dev-r-vrt-232-005, Ethernet20,  arc-switch232-005, Ethernet6,  40000, 1686, Access
dev-r-vrt-232-005, Ethernet24,  arc-switch232-005, Ethernet7,  40000, 1687, Access
dev-r-vrt-232-005, Ethernet28,  arc-switch232-005, Ethernet8,  40000, 1688, Access
dev-r-vrt-232-005, Ethernet32,  arc-switch232-005, Ethernet9,  40000, 1689, Access
dev-r-vrt-232-005, Ethernet36,  arc-switch232-005, Ethernet10, 40000, 1690, Access
dev-r-vrt-232-005, Ethernet40,  arc-switch232-005, Ethernet11, 40000, 1691, Access
dev-r-vrt-232-005, Ethernet44,  arc-switch232-005, Ethernet12, 40000, 1692, Access
dev-r-vrt-232-005, Ethernet48,  arc-switch232-005, Ethernet13, 40000, 1693, Access
dev-r-vrt-232-005, Ethernet52,  arc-switch232-005, Ethernet14, 40000, 1694, Access
dev-r-vrt-232-005, Ethernet56,  arc-switch232-005, Ethernet15, 40000, 1695, Access
dev-r-vrt-232-005, Ethernet60,  arc-switch232-005, Ethernet16, 40000, 1696, Access
dev-r-vrt-232-005, Ethernet64,  arc-switch232-005, Ethernet17, 40000, 1697, Access
dev-r-vrt-232-005, Ethernet68,  arc-switch232-005, Ethernet18, 40000, 1698, Access
dev-r-vrt-232-005, Ethernet72,  arc-switch232-005, Ethernet19, 40000, 1699, Access
dev-r-vrt-232-005, Ethernet76,  arc-switch232-005, Ethernet20, 40000, 1700, Access
dev-r-vrt-232-005, Ethernet80,  arc-switch232-005, Ethernet21, 40000, 1701, Access
dev-r-vrt-232-005, Ethernet84,  arc-switch232-005, Ethernet22, 40000, 1702, Access
dev-r-vrt-232-005, Ethernet88,  arc-switch232-005, Ethernet23, 40000, 1703, Access
dev-r-vrt-232-005, Ethernet92,  arc-switch232-005, Ethernet24, 40000, 1704, Access
dev-r-vrt-232-005, Ethernet96,  arc-switch232-005, Ethernet25, 40000, 1705, Access
dev-r-vrt-232-005, Ethernet100, arc-switch232-005, Ethernet26, 40000, 1706, Access
dev-r-vrt-232-005, Ethernet104, arc-switch232-005, Ethernet27, 40000, 1707, Access
dev-r-vrt-232-005, Ethernet108, arc-switch232-005, Ethernet28, 40000, 1708, Access
dev-r-vrt-232-005, Ethernet112, arc-switch232-005, Ethernet29, 40000, 1709, Access
dev-r-vrt-232-005, Ethernet116, arc-switch232-005, Ethernet30, 40000, 1710, Access
dev-r-vrt-232-005, Ethernet120, arc-switch232-005, Ethernet31, 40000, 1711, Access
dev-r-vrt-232-005, Ethernet124, arc-switch232-005, Ethernet32, 40000, 1712, Access

dev-r-vrt-232-007, Ethernet0,   arc-switch232-007, Ethernet1,  40000, 1681, Access
dev-r-vrt-232-007, Ethernet4,   arc-switch232-007, Ethernet2,  40000, 1682, Access
dev-r-vrt-232-007, Ethernet8,   arc-switch232-007, Ethernet3,  40000, 1683, Access
dev-r-vrt-232-007, Ethernet12,  arc-switch232-007, Ethernet4,  40000, 1684, Access
dev-r-vrt-232-007, Ethernet16,  arc-switch232-007, Ethernet5,  40000, 1685, Access
dev-r-vrt-232-007, Ethernet20,  arc-switch232-007, Ethernet6,  40000, 1686, Access
dev-r-vrt-232-007, Ethernet24,  arc-switch232-007, Ethernet7,  40000, 1687, Access
dev-r-vrt-232-007, Ethernet28,  arc-switch232-007, Ethernet8,  40000, 1688, Access
dev-r-vrt-232-007, Ethernet32,  arc-switch232-007, Ethernet9,  40000, 1689, Access
dev-r-vrt-232-007, Ethernet36,  arc-switch232-007, Ethernet10, 40000, 1690, Access
dev-r-vrt-232-007, Ethernet40,  arc-switch232-007, Ethernet11, 40000, 1691, Access
dev-r-vrt-232-007, Ethernet44,  arc-switch232-007, Ethernet12, 40000, 1692, Access
dev-r-vrt-232-007, Ethernet48,  arc-switch232-007, Ethernet13, 40000, 1693, Access
dev-r-vrt-232-007, Ethernet52,  arc-switch232-007, Ethernet14, 40000, 1694, Access
dev-r-vrt-232-007, Ethernet56,  arc-switch232-007, Ethernet15, 40000, 1695, Access
dev-r-vrt-232-007, Ethernet60,  arc-switch232-007, Ethernet16, 40000, 1696, Access
dev-r-vrt-232-007, Ethernet64,  arc-switch232-007, Ethernet17, 40000, 1697, Access
dev-r-vrt-232-007, Ethernet68,  arc-switch232-007, Ethernet18, 40000, 1698, Access
dev-r-vrt-232-007, Ethernet72,  arc-switch232-007, Ethernet19, 40000, 1699, Access
dev-r-vrt-232-007, Ethernet76,  arc-switch232-007, Ethernet20, 40000, 1700, Access
dev-r-vrt-232-007, Ethernet80,  arc-switch232-007, Ethernet21, 40000, 1701, Access
dev-r-vrt-232-007, Ethernet84,  arc-switch232-007, Ethernet22, 40000, 1702, Access
dev-r-vrt-232-007, Ethernet88,  arc-switch232-007, Ethernet23, 40000, 1703, Access
dev-r-vrt-232-007, Ethernet92,  arc-switch232-007, Ethernet24, 40000, 1704, Access
dev-r-vrt-232-007, Ethernet96,  arc-switch232-007, Ethernet25, 40000, 1705, Access
dev-r-vrt-232-007, Ethernet100, arc-switch232-007, Ethernet26, 40000, 1706, Access
dev-r-vrt-232-007, Ethernet104, arc-switch232-007, Ethernet27, 40000, 1707, Access
dev-r-vrt-232-007, Ethernet108, arc-switch232-007, Ethernet28, 40000, 1708, Access
dev-r-vrt-232-007, Ethernet112, arc-switch232-007, Ethernet29, 40000, 1709, Access
dev-r-vrt-232-007, Ethernet116, arc-switch232-007, Ethernet30, 40000, 1710, Access
dev-r-vrt-232-007, Ethernet120, arc-switch232-007, Ethernet31, 40000, 1711, Access
dev-r-vrt-232-007, Ethernet124, arc-switch232-007, Ethernet32, 40000, 1712, Access

dev-r-vrt-233-005, Ethernet0,   arc-switch233-005, Ethernet1,  40000, 1681, Access
dev-r-vrt-233-005, Ethernet4,   arc-switch233-005, Ethernet2,  40000, 1682, Access
dev-r-vrt-233-005, Ethernet8,   arc-switch233-005, Ethernet3,  40000, 1683, Access
dev-r-vrt-233-005, Ethernet12,  arc-switch233-005, Ethernet4,  40000, 1684, Access
dev-r-vrt-233-005, Ethernet16,  arc-switch233-005, Ethernet5,  40000, 1685, Access
dev-r-vrt-233-005, Ethernet20,  arc-switch233-005, Ethernet6,  40000, 1686, Access
dev-r-vrt-233-005, Ethernet24,  arc-switch233-005, Ethernet7,  40000, 1687, Access
dev-r-vrt-233-005, Ethernet28,  arc-switch233-005, Ethernet8,  40000, 1688, Access
dev-r-vrt-233-005, Ethernet32,  arc-switch233-005, Ethernet9,  40000, 1689, Access
dev-r-vrt-233-005, Ethernet36,  arc-switch233-005, Ethernet10, 40000, 1690, Access
dev-r-vrt-233-005, Ethernet40,  arc-switch233-005, Ethernet11, 40000, 1691, Access
dev-r-vrt-233-005, Ethernet44,  arc-switch233-005, Ethernet12, 40000, 1692, Access
dev-r-vrt-233-005, Ethernet48,  arc-switch233-005, Ethernet13, 40000, 1693, Access
dev-r-vrt-233-005, Ethernet52,  arc-switch233-005, Ethernet14, 40000, 1694, Access
dev-r-vrt-233-005, Ethernet56,  arc-switch233-005, Ethernet15, 40000, 1695, Access
dev-r-vrt-233-005, Ethernet60,  arc-switch233-005, Ethernet16, 40000, 1696, Access
dev-r-vrt-233-005, Ethernet64,  arc-switch233-005, Ethernet17, 40000, 1697, Access
dev-r-vrt-233-005, Ethernet68,  arc-switch233-005, Ethernet18, 40000, 1698, Access
dev-r-vrt-233-005, Ethernet72,  arc-switch233-005, Ethernet19, 40000, 1699, Access
dev-r-vrt-233-005, Ethernet76,  arc-switch233-005, Ethernet20, 40000, 1700, Access
dev-r-vrt-233-005, Ethernet80,  arc-switch233-005, Ethernet21, 40000, 1701, Access
dev-r-vrt-233-005, Ethernet84,  arc-switch233-005, Ethernet22, 40000, 1702, Access
dev-r-vrt-233-005, Ethernet88,  arc-switch233-005, Ethernet23, 40000, 1703, Access
dev-r-vrt-233-005, Ethernet92,  arc-switch233-005, Ethernet24, 40000, 1704, Access
dev-r-vrt-233-005, Ethernet96,  arc-switch233-005, Ethernet25, 40000, 1705, Access
dev-r-vrt-233-005, Ethernet100, arc-switch233-005, Ethernet26, 40000, 1706, Access
dev-r-vrt-233-005, Ethernet104, arc-switch233-005, Ethernet27, 40000, 1707, Access
dev-r-vrt-233-005, Ethernet108, arc-switch233-005, Ethernet28, 40000, 1708, Access
dev-r-vrt-233-005, Ethernet112, arc-switch233-005, Ethernet29, 40000, 1709, Access
dev-r-vrt-233-005, Ethernet116, arc-switch233-005, Ethernet30, 40000, 1710, Access
dev-r-vrt-233-005, Ethernet120, arc-switch233-005, Ethernet31, 40000, 1711, Access
dev-r-vrt-233-005, Ethernet124, arc-switch233-005, Ethernet32, 40000, 1712, Access

dev-r-vrt-233-007, Ethernet0,   arc-switch233-007, Ethernet1,  40000, 1681, Access
dev-r-vrt-233-007, Ethernet4,   arc-switch233-007, Ethernet2,  40000, 1682, Access
dev-r-vrt-233-007, Ethernet8,   arc-switch233-007, Ethernet3,  40000, 1683, Access
dev-r-vrt-233-007, Ethernet12,  arc-switch233-007, Ethernet4,  40000, 1684, Access
dev-r-vrt-233-007, Ethernet16,  arc-switch233-007, Ethernet5,  40000, 1685, Access
dev-r-vrt-233-007, Ethernet20,  arc-switch233-007, Ethernet6,  40000, 1686, Access
dev-r-vrt-233-007, Ethernet24,  arc-switch233-007, Ethernet7,  40000, 1687, Access
dev-r-vrt-233-007, Ethernet28,  arc-switch233-007, Ethernet8,  40000, 1688, Access
dev-r-vrt-233-007, Ethernet32,  arc-switch233-007, Ethernet9,  40000, 1689, Access
dev-r-vrt-233-007, Ethernet36,  arc-switch233-007, Ethernet10, 40000, 1690, Access
dev-r-vrt-233-007, Ethernet40,  arc-switch233-007, Ethernet11, 40000, 1691, Access
dev-r-vrt-233-007, Ethernet44,  arc-switch233-007, Ethernet12, 40000, 1692, Access
dev-r-vrt-233-007, Ethernet48,  arc-switch233-007, Ethernet13, 40000, 1693, Access
dev-r-vrt-233-007, Ethernet52,  arc-switch233-007, Ethernet14, 40000, 1694, Access
dev-r-vrt-233-007, Ethernet56,  arc-switch233-007, Ethernet15, 40000, 1695, Access
dev-r-vrt-233-007, Ethernet60,  arc-switch233-007, Ethernet16, 40000, 1696, Access
dev-r-vrt-233-007, Ethernet64,  arc-switch233-007, Ethernet17, 40000, 1697, Access
dev-r-vrt-233-007, Ethernet68,  arc-switch233-007, Ethernet18, 40000, 1698, Access
dev-r-vrt-233-007, Ethernet72,  arc-switch233-007, Ethernet19, 40000, 1699, Access
dev-r-vrt-233-007, Ethernet76,  arc-switch233-007, Ethernet20, 40000, 1700, Access
dev-r-vrt-233-007, Ethernet80,  arc-switch233-007, Ethernet21, 40000, 1701, Access
dev-r-vrt-233-007, Ethernet84,  arc-switch233-007, Ethernet22, 40000, 1702, Access
dev-r-vrt-233-007, Ethernet88,  arc-switch233-007, Ethernet23, 40000, 1703, Access
dev-r-vrt-233-007, Ethernet92,  arc-switch233-007, Ethernet24, 40000, 1704, Access
dev-r-vrt-233-007, Ethernet96,  arc-switch233-007, Ethernet25, 40000, 1705, Access
dev-r-vrt-233-007, Ethernet100, arc-switch233-007, Ethernet26, 40000, 1706, Access
dev-r-vrt-233-007, Ethernet104, arc-switch233-007, Ethernet27, 40000, 1707, Access
dev-r-vrt-233-007, Ethernet108, arc-switch233-007, Ethernet28, 40000, 1708, Access
dev-r-vrt-233-007, Ethernet112, arc-switch233-007, Ethernet29, 40000, 1709, Access
dev-r-vrt-233-007, Ethernet116, arc-switch233-007, Ethernet30, 40000, 1710, Access
dev-r-vrt-233-007, Ethernet120, arc-switch233-007, Ethernet31, 40000, 1711, Access
dev-r-vrt-233-007, Ethernet124, arc-switch233-007, Ethernet32, 40000, 1712, Access

r-tigon-04,Ethernet0,r-tigon-14,Ethernet1,50000,1681,Access
r-tigon-04,Ethernet2,r-tigon-14,Ethernet2,50000,1682,Access
r-tigon-04,Ethernet8,r-tigon-14,Ethernet3,50000,1683,Access
r-tigon-04,Ethernet10,r-tigon-14,Ethernet4,50000,1684,Access
r-tigon-04,Ethernet16,r-tigon-14,Ethernet5,50000,1685,Access
r-tigon-04,Ethernet18,r-tigon-14,Ethernet6,50000,1686,Access
r-tigon-04,Ethernet24,r-tigon-14,Ethernet7,50000,1687,Access
r-tigon-04,Ethernet32,r-tigon-14,Ethernet8,50000,1688,Access
r-tigon-04,Ethernet34,r-tigon-14,Ethernet9,50000,1689,Access
r-tigon-04,Ethernet40,r-tigon-14,Ethernet10,50000,1690,Access
r-tigon-04,Ethernet42,r-tigon-14,Ethernet11,50000,1691,Access
r-tigon-04,Ethernet48,r-tigon-14,Ethernet12,50000,1692,Access
r-tigon-04,Ethernet50,r-tigon-14,Ethernet13,50000,1693,Access
r-tigon-04,Ethernet56,r-tigon-14,Ethernet14,50000,1694,Access
r-tigon-04,Ethernet64,r-tigon-14,Ethernet15,50000,1695,Access
r-tigon-04,Ethernet66,r-tigon-14,Ethernet16,50000,1696,Access
r-tigon-04,Ethernet72,r-tigon-14,Ethernet17,50000,1697,Access
r-tigon-04,Ethernet74,r-tigon-14,Ethernet18,50000,1698,Access
r-tigon-04,Ethernet80,r-tigon-14,Ethernet19,50000,1699,Access
r-tigon-04,Ethernet82,r-tigon-14,Ethernet20,50000,1700,Access
r-tigon-04,Ethernet88,r-tigon-14,Ethernet21,50000,1701,Access
r-tigon-04,Ethernet96,r-tigon-14,Ethernet22,50000,1702,Access
r-tigon-04,Ethernet98,r-tigon-14,Ethernet23,50000,1703,Access
r-tigon-04,Ethernet104,r-tigon-14,Ethernet24,50000,1704,Access
r-tigon-04,Ethernet106,r-tigon-14,Ethernet25,50000,1705,Access
r-tigon-04,Ethernet112,r-tigon-14,Ethernet26,50000,1706,Access
r-tigon-04,Ethernet114,r-tigon-14,Ethernet27,50000,1707,Access
r-tigon-04,Ethernet120,r-tigon-14,Ethernet28,50000,1708,Access
r-tigon-04,Ethernet128,r-tigon-14,Ethernet29,50000,1709,Access
r-tigon-04,Ethernet130,r-tigon-14,Ethernet30,50000,1710,Access
r-tigon-04,Ethernet136,r-tigon-14,Ethernet31,50000,1711,Access
r-tigon-04,Ethernet138,r-tigon-14,Ethernet32,50000,1712,Access
r-tigon-04,Ethernet144,r-tigon-14,Ethernet33,50000,1713,Access
r-tigon-04,Ethernet146,r-tigon-14,Ethernet34,50000,1714,Access
r-tigon-04,Ethernet152,r-tigon-14,Ethernet35,50000,1715,Access
r-tigon-04,Ethernet160,r-tigon-14,Ethernet36,50000,1716,Access
r-tigon-04,Ethernet162,r-tigon-14,Ethernet37,50000,1717,Access
r-tigon-04,Ethernet168,r-tigon-14,Ethernet38,50000,1718,Access
r-tigon-04,Ethernet170,r-tigon-14,Ethernet39,50000,1719,Access
r-tigon-04,Ethernet176,r-tigon-14,Ethernet40,50000,1720,Access
r-tigon-04,Ethernet178,r-tigon-14,Ethernet41,50000,1721,Access
r-tigon-04,Ethernet184,r-tigon-14,Ethernet42,50000,1722,Access
r-tigon-04,Ethernet192,r-tigon-14,Ethernet43,50000,1723,Access
r-tigon-04,Ethernet200,r-tigon-14,Ethernet44,50000,1724,Access
r-tigon-04,Ethernet208,r-tigon-14,Ethernet45,50000,1725,Access
r-tigon-04,Ethernet210,r-tigon-14,Ethernet46,50000,1726,Access
r-tigon-04,Ethernet216,r-tigon-14,Ethernet47,50000,1727,Access
r-tigon-04,Ethernet224,r-tigon-14,Ethernet48,50000,1728,Access
r-tigon-04,Ethernet232,r-tigon-14,Ethernet49,50000,1729,Access
r-tigon-04,Ethernet240,r-tigon-14,Ethernet50,50000,1730,Access
r-tigon-04,Ethernet242,r-tigon-14,Ethernet51,50000,1731,Access
r-tigon-04,Ethernet248,r-tigon-14,Ethernet52,50000,1732,Access
r-tigon-04,Ethernet256,r-tigon-14,Ethernet53,50000,1733,Access
r-tigon-04,Ethernet264,r-tigon-14,Ethernet54,50000,1734,Access
r-tigon-04,Ethernet272,r-tigon-14,Ethernet55,50000,1735,Access
r-tigon-04,Ethernet274,r-tigon-14,Ethernet56,50000,1736,Access
r-tigon-04,Ethernet280,r-tigon-14,Ethernet57,50000,1737,Access
r-tigon-04,Ethernet288,r-tigon-14,Ethernet58,50000,1738,Access
r-tigon-04,Ethernet296,r-tigon-14,Ethernet59,50000,1739,Access
r-tigon-04,Ethernet304,r-tigon-14,Ethernet60,50000,1740,Access
r-tigon-04,Ethernet306,r-tigon-14,Ethernet61,50000,1741,Access
r-tigon-04,Ethernet312,r-tigon-14,Ethernet62,50000,1742,Access
r-tigon-04,Ethernet320,r-tigon-14,Ethernet63,50000,1743,Access
r-tigon-04,Ethernet322,r-tigon-14,Ethernet64,50000,1744,Access
r-tigon-04,Ethernet328,r-tigon-14,Ethernet65,50000,1745,Access
r-tigon-04,Ethernet330,r-tigon-14,Ethernet66,50000,1746,Access
r-tigon-04,Ethernet336,r-tigon-14,Ethernet67,50000,1747,Access
r-tigon-04,Ethernet338,r-tigon-14,Ethernet68,50000,1748,Access
r-tigon-04,Ethernet344,r-tigon-14,Ethernet69,50000,1749,Access
r-tigon-04,Ethernet352,r-tigon-14,Ethernet70,50000,1750,Access
r-tigon-04,Ethernet354,r-tigon-14,Ethernet71,50000,1751,Access
r-tigon-04,Ethernet360,r-tigon-14,Ethernet72,50000,1752,Access
r-tigon-04,Ethernet362,r-tigon-14,Ethernet73,50000,1753,Access
r-tigon-04,Ethernet368,r-tigon-14,Ethernet74,50000,1754,Access
r-tigon-04,Ethernet370,r-tigon-14,Ethernet75,50000,1755,Access
r-tigon-04,Ethernet376,r-tigon-14,Ethernet76,50000,1756,Access
r-tigon-04,Ethernet384,r-tigon-14,Ethernet77,50000,1757,Access
r-tigon-04,Ethernet386,r-tigon-14,Ethernet78,50000,1758,Access
r-tigon-04,Ethernet392,r-tigon-14,Ethernet79,50000,1759,Access
r-tigon-04,Ethernet394,r-tigon-14,Ethernet80,50000,1760,Access
r-tigon-04,Ethernet400,r-tigon-14,Ethernet81,50000,1761,Access
r-tigon-04,Ethernet402,r-tigon-14,Ethernet82,50000,1762,Access
r-tigon-04,Ethernet408,r-tigon-14,Ethernet83,50000,1763,Access
